id_news,event,category,address,latitud,longitud
10982,Un panel de expertos electorales de las Naciones Unidas dijo que la autoridad electoral de Venezuela no siguió las disposiciones reglamentarias cuando publicó los resultados de las elecciones presidenciales del pasado 28 de julio y que la falta de resultados detallados de las actas de votación no tiene precedentes en las elecciones contemporáneas,politica,"Parlamento, Perquenco, Provincia de Cautín, Región de la Araucanía, Chile",-38.4876534,-72.5251789
13886,"Este sábado, Luciano Pitronello, condenado el 2012 a seis años de libertad vigilada por instalar una bomba en una sucursal bancaria, fue trasladado en riesgo vital a la Clínica Las Condes luego de sufrir un accidente mientras manejaba una grúa pluma durante un trabajo en La Reina",accidentes,"La Reina, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.44737295,-70.53341181233888
8115,El proyecto de conexión ferroviaria directa entre Santiago y Concepción dio un paso fundamental,entretenimiento,"Carriel Sur, Barrio Norte, Concepción, Provincia de Concepción, Región del Biobío, 4081375, Chile",-36.8038622,-73.0447999
15322,"El ministro de Justicia y Derechos Humanos, Luis Cordero, confirmó que Ejecutivo va a insistir en la inhabilidad de la parentela parlamentaria que la comisión de Constitución del Senado desechó del articulado de la reforma a la ley de notarios y conservadores",entretenimiento,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4377756,-70.6504502
5380,Esta mañana se conocieron los resultados de la Encuesta Suplementaria de Ingresos (ESI) 2023 que el Instituto Nacional de Estadísticas (INE) aplicó en el trimestre octubre-diciembre del año pasado,politica,"Región de Antofagasta, Chile",-23.6041314,-69.0842783
2864,"Los trabajadores de Google DeepMind, la división de investigación y desarrollo de Inteligencia Artificial de Google, han firmado una carta en la que exigen al gigante tecnológico que ponga fin a sus contratos con organizaciones militares",tecnologia,"Chile, Richmond District, San Francisco, California, United States",37.76850655,-122.47104357468692
19685,Sigue la transmisión en vivo de CNN Chile,internacional,"Chile, El Callao, Parroquia El Callao, Municipio El Callao, Bolívar, Venezuela",7.3086069,-61.8485138
16240,El proyecto de ley que permite realizar las próximas elecciones municipales y regionales en dos días y  reponer las multas asociadas al voto obligatorio llegó a la recta final,politica,"Rua Chile, Recanto da Lagoa, Tramandaí, Região Geográfica Imediata de Tramandaí - Osório, Aglomeração Urbana do Litoral Norte, Região Geográfica Intermediária de Porto Alegre, Rio Grande do Sul, Região Sul, 95590-000, Brasil",-30.0008886,-50.1591969
4914,"Durante esta jornada se desarrolló la audiencia de formalización de los  cuatro imputados  por el doble homicidio registrado la tarde de ayer viernes, en el sector Bajos de Mena, comuna de Puente Alto, Región Metropolitana",accidentes,"Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.6095279,-70.5754736
11229,"Es hora de reafirmar nuestro compromiso con el agro, y que desarrollemos políticas públicas eficientes que beneficien a la actividad agrícola",medio_ambiente,"Buenos Aires, Pichilemu, Provincia de Cardenal Caro, Región del Libertador General Bernardo O'Higgins, 3220000, Chile",-34.4392402,-72.0000249
15173,"En mayo, la Administración Nacional Oceánica y Atmosférica de EE",accidentes,"Pacífico, Playa Ancha, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390418, Chile",-33.0328538,-71.6411978
16214,"El Presidente Gabriel Boric se refirió este miércoles a la crisis política que se vive en Venezuela y aseguró que Chile ""no reconoce el triunfo autoproclamado"" de Nicolás Maduro",internacional,"Escuela de Gobierno y Gestión Pública de la Universidad de Chile, 1724, Huérfanos, Barrio Santa Ana, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340491, Chile",-33.44084385,-70.66123875
1027,"La Temporada de Premios se vive en TNT, la casa de las premiaciones,y Max, la plataforma de streaming que reúne historias únicas de alta calidad",entretenimiento,"Los Ángeles, Provincia de Bío-Bío, Región del Biobío, Chile",-37.4707455,-72.351686
7592,    div#nota_tabla_emol #emolmlt-empresa th { position: sticky; z-index: 1; top:0px; } div#nota_tabla_emol ,accidentes,"Iansa, Llanquihue, Provincia de Llanquihue, Región de Los Lagos, Chile",-41.2655591,-72.99445637348809
2150,(empty),accidentes,"Empty Shop, 3728, Renato Sánchez, El Golf, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550143, Chile",-33.4185122,-70.5905671
3077,"Con el objetivo de apoyar el desarrollo cultural comunal, fomentando la participación ciudadana y la gobernanza local, es que se está desarrollando la confección del nuevo Plan Municipal de Cultura (PMC) de Castro",accidentes,"Nercón, Castro, Provincia de Chiloé, Región de Los Lagos, 5700196, Chile",-42.5018459,-73.7860191
14268,"El elenco del español Pep Guardiola se impuso por medio de la tanda de penales y, de esta manera, consiguió su tercera Supercopa de Inglaterra al mando de los 'citizens'",entretenimiento,"Liverpool, Hacienda El Boldo II, Curicó, Provincia de Curicó, Región del Maule, 3400001, Chile",-34.9593556,-71.2173729
5100," Este viernes, durante la tercera jornada de formalización del caso Audios en el Cuarto Juzgado de Garantía de Santiago, la Fiscalía señaló la necesidad de aplicar la medida cautelar de prisión preventiva contra los abogados Luis Hermosilla, Leonarda Villalobos y su pareja, Luis Angulo",accidentes,"Ministerio Público, 1642, Pedro Montt, Barrio Huemul, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370809, Chile",-33.4735318,-70.6569103
7840,"Lesoto, el país africano conocido como ""el reino en el cielo"", presenta la tasa de suicidios más alta del mundo, con 87,5 personas por cada 100 mil habitantes, según la Organización Mundial de la Salud",politica,"Guyana, Villa O'Higgins, Temuco, Provincia de Cautín, Región de la Araucanía, 4811161, Chile",-38.7473189,-72.6115717
3752,"Luego de que el concejal Reinaldo Rosales (PPD) solicitara un pronunciamiento a Contraloría para determinar si se ajusta a derecho la contratación a honorarios de Francisco Orrego Gutiérrez en la Municipalidad de La Florida, desde el ente fiscalizador indicaron que no resulta procedente tal acción, debido a que el abogado y panelista de Sin Filtros se ha dedicado a realizar actividades no relacionadas con fines municipales",internacional,"Contraloría General de la República, 56, Teatinos, Barrio Cívico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340665, Chile",-33.44312995,-70.65488283461741
17483,"El pasado sábado 3 de julio se materializó un hito relevante para la repatriación desde Perú a Chile de  Francisco Coeymans , el ex gerente general de Primus Capital acusado de defraudar al factoring y formalizado por diversos delitos económicos",politica,"Chile, Nasca, Ica, Perú",-14.7619219,-74.8139976
7808,"A través de un video de TikTok, una de las icónicas tiendas ubicadas en el Eurocentro, Wallride, comunicó que cerrarán sus operaciones en el tradicional edificio ubicado en el centro de Santiago",entretenimiento,"EuroCentro, 970, Moneda, Barrio La Bolsa, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320332, Chile",-33.442100100000005,-70.65030385455051
11909,"Cuatro días han pasado desde la última vez que Ender Sandrea, venezolano radicado en Chile, pudo tomar contacto con su madre que vive en el estado de Zulia, en Venezuela, vía WhatsApp",internacional,"Chile, Richmond District, San Francisco, California, United States",37.76850655,-122.47104357468692
980,"Las obras de construcción del nuevo Parque Urbano Ex Línea Férrea, enmarcadas en la recuperación de espacios públicos de la comuna de Ancud, y que cuenta con una inversión de $560 millones provenientes desde el Ministerio de Vivienda y Urbanismo (Minvu), a través del Programa de Erradicación de Campamentos, ya se encuentran avanzando y tomando forma",politica,"Ex Línea Férrea, El Canelo, San José de Maipo, Provincia de Cordillera, Región Metropolitana de Santiago, Chile",-33.5760593,-70.4479356
7913,"El pasado lunes, la misión JUICE (Jupiter Icy Moons Explorer) de la Agencia Espacial Europea (ESA) realizó histórico un sobrevuelo sobre la Luna, como parte de su viaje hacia Júpiter",entretenimiento,"Europa, Villa Teniente, Rancagua, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, 2910796, Chile",-34.1582586,-70.7083488
119,(empty),accidentes,"Quilicura, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.3600426,-70.7118564
5198,"La noticia era muy esperable, pero de todos modos sorprendió",internacional,"Chile, San Luis, Santiago de Cuba, Cuba",20.2566632,-75.8819298
10687,(empty),accidentes,"Empty Shop, 3728, Renato Sánchez, El Golf, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550143, Chile",-33.4185122,-70.5905671
4610,"Los astronautas Barry \'Butch\' Wilmore y Sunita \'Suni\' Williams, varados en la Estación Espacial Internacional tras una falla en la nave Starliner de Boeing, regresarán en febrero de 2025 en una cápsula Dragon de SpaceX, según anunció la NASA",entretenimiento,"Los Astronautas, Los Húsares, Macul, Provincia de Santiago, Región Metropolitana de Santiago, 7821093, Chile",-33.494743,-70.6051413
12273,(empty),accidentes,"Ruta 5 Sur, Nueva Esperanza II, Condominio Alberto Pohl, Loncoche, Provincia de Cautín, Región de la Araucanía, 4970348, Chile",-39.3634641,-72.6151644
960,"Este viernes se revelaron mensajes entre él y el abogado Luis Hermosilla, quien actualmente permanece en prisión preventiva por el caso audios en capitán Yáber",politica,"Corte Suprema de Justicia, 1140, Plaza de la Justicia Montt-Varas, Centro Histórico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 4323315, Chile",-33.4390491,-70.6531176
2751,"El Cuarto Juzgado de Garantía de Santiago ordenó este miércoles el traslado del abogado Luis Hermosilla al Anexo Penitenciario Capitán Yáber, luego de decretar medidas cautelares por el caso Audio",politica,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4377756,-70.6504502
17595,La selección de fútbol de Bolivia confirmó que cambiará su estadio por encima de los 4 mil metros de altura para jugar de local en las Eliminatorias para el Mundial de 2026,entretenimiento,"La Paz, Loncoche, Provincia de Cautín, Región de la Araucanía, Chile",-39.4096736,-72.7107181
2781,La defensa de Villalobos sostiene que ella fue estafada con firmas falsificadas en casi 400 cheques y que la investigación ha demostrado que no se enriqueció con los montos involucrados,accidentes,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4377756,-70.6504502
7430,"Leonarda Villalobos, que será formalizada este miércoles por el caso Audios, habría sobornado a un funcionario de la Tesorería General de la República (TGR) para obtener información sobre Tonka Tomicic",politica,"Donde La Cuca, Camino a Lonquén, Villa Santa Adela, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",-33.51081825,-70.71496741091747
16334,"La primera semana de agosto se conmemora en todo el mundo la Semana de la Lactancia Materna y en Valparaíso se han desarrollado distintas actividades relacionadas a esta efeméride, como fue el cierre del curso en que participaron más de 150 funcionarias de distintos centros de salud primaria de la comuna y también de los hospitales Carlos Van Buren de Valparaíso y San José de Casablanca",accidentes,"Casablanca, Provincia de Valparaíso, Región de Valparaíso, Chile",-33.3205864,-71.4100762
3910,Las listas de espera y todos sus problemas asociados se han tomado el debate las últimas semanas,accidentes,"MINSAL, Monjitas, Barrio Bellas Artes, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320068, Chile",-33.43644235,-70.64676616894059
16547,"Con 36 votos a favor y dos abstenciones, la Sala del Senado aprobó este miércoles el oficio del Presidente Gabriel Boric en el que solicitaba el acuerdo de la Cámara Alta para nombrar como integrante del Consejo Nacional de Televisión, a la exlegisladora Adriana Muñoz D’Albora",politica,"Ciudad Minera Patrimonio de la Humanidad de la Unesco, Camino a Sewell, Sewell, Machalí, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, Chile",-34.0845589,-70.3821847
15580,"Durante la tarde de este jueves se registró un sismo de magnitud 3,1 en la región de Tarapacá, cuando el reloj marcaba las 13:24 horas",accidentes,"Región de Tarapacá, Chile",-20.1636672,-69.5463448
14816,(empty),accidentes,"Empty Shop, 3728, Renato Sánchez, El Golf, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550143, Chile",-33.4185122,-70.5905671
6245,"El ministro de la Suprema aseguró que las conversaciones tuvieron fecha antes de su llegada al máximo tribunal y que, además, no fueron reveladas para mantener el secreto profesional",politica,"Corte Suprema de Justicia, 1140, Plaza de la Justicia Montt-Varas, Centro Histórico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 4323315, Chile",-33.4390491,-70.6531176
8732,Diputados UDI critican propuesta de delegado presidencial de la Región Metropolitana tras ocho homicidios registrados en fin de semana largo,entretenimiento,"Región Metropolitana de Santiago, Chile",-33.5739341,-70.6205518
12962,"La ministra del Interior,  Carolina Tohá , se refirió la mañana de hoy al hallazgo de un vehículo que contenía armamentos y explosivo en la comuna de Santiago, Región Metropolitana, asegurando que los elementos iban a ser utilizados en un ilícito de  ""alta connotación""",entretenimiento,"Avenida Santa Rosa, Pelequén, Malloa, Provincia de Cachapoal, Región del Libertador General Bernardo O'Higgins, 2950000, Chile",-34.4618564,-70.8939825
19744,"La vocera de Gobierno, Camila Vallejo (PC), confirmó un nuevo embarazo",internacional,"Ministerio Secretaría General de Gobierno, Moneda, Barrio La Bolsa, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340665, Chile",-33.4424228,-70.6542697
16645,Esteban Paredes y Johnny Herrera,politica,"Nacional, 8521, Avenida Príncipe de Gales, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7860379, Chile",-33.4410822,-70.5427399
5665,"La Brigada de Homicidios de la PDI confirmó que el comerciante baleado en Concepción fue víctima de un homicidio por encargo, hipótesis reforzada tras la detención de un sicario, quien reveló que la víctima le pidió que no le disparara tras dos tiros fallidos",accidentes,"Mijo del Sol, Jardín Oriente 1, Puerto Montt, Provincia de Llanquihue, Región de Los Lagos, 5507138, Chile",-41.4484683,-72.9177674
3525,"Uber presentó dos nuevas herramientas de seguridad, una de ellas basada en inteligencia artificial (IA) con aprendizaje autónomo, disponible en Chile, que analiza la ruta del viaje en base a datos históricos de miles de millones de recorridos globales",entretenimiento,Chile,-31.7613365,-71.3187697
34,"En la antesala de que este lunes 2 de septiembre se realice una nueva audiencia de revisión de medidas cautelares del exalcalde de Recoleta Daniel Jadue, su defensa ingresó una nueva arremetida ante la Corte de Apelaciones de Santiago",entretenimiento,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4377756,-70.6504502
18242,"Un nuevo robo ha sido reportado en Maipú, esta vez en un ServiEstado ubicado en la calle Ordoñez, a pocas cuadras de la sucursal del BancoEstado donde se robó $100 millones",accidentes,"Quebrada Ordóñez, María Elena, Provincia de Tocopilla, Región de Antofagasta, Chile",-21.8975323,-69.5582009
13055,(empty),accidentes,"Sernac, 50, Teatinos, Barrio Cívico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340665, Chile",-33.44331085,-70.65461554129854
11566,(empty),accidentes,"Sernac, 50, Teatinos, Barrio Cívico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340665, Chile",-33.44331085,-70.65461554129854
606,"La petrolera Shell planea reducir su plantilla global en un 20% con respecto a 2022, focalizándose especialmente en áreas de exploración y desarrollo de petróleo y gas, según confirmaron fuentes internas a EFE",politica,"Nigeria, Las Torres, Viña del Mar, Provincia de Valparaíso, Región de Valparaíso, 2430590, Chile",-33.0250413,-71.4765896
1077,(empty),accidentes,"Empty Shop, 3728, Renato Sánchez, El Golf, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550143, Chile",-33.4185122,-70.5905671
2725,"Los candidatos a la gobernación de la región del Bío Bío expresaron su solidaridad con Fernando Peña, quien recibió amenazas de muerte por parte de un exalumno del Liceo Enrique Molina durante un debate en la Universidad de Concepción",politica,"Región del Biobío, Chile",-37.3391407,-72.4106825
10519,Casi dos años han pasado desde ese momento en que Cristina Kirchner llegaba a su hogar en Recoleta y una pistola se asomaba a solo centímetros de su cara,entretenimiento,"Carrizo, Copiapó, Provincia de Copiapó, Región de Atacama, Chile",-28.116667,-70.1
11863,Gran preocupación hay en  Enel  por ataques que puedan sufrir en medio del descontento generalizado que hay contra ellos por los prolongados cortes de electricidad,internacional,"Interior, Población Santa Anita, Valle Hermoso, La Ligua, Provincia de Petorca, Región de Valparaíso, 2030000, Chile",-32.4329388,-71.2089735
15844,El Sifup ha emplazado a la ANFP debido a la reprogramación de lo que resta del partido por la Supercopa 2024 entre Colo Colo y Huachipato,accidentes,"Estadio Nacional, Avenida Pedro de Valdivia, Barrio Doctor Luis Bisquert, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",-33.4623809,-70.6062176
9780,"A la actriz Fernanda Finsterbusch la vemos de lunes a viernes por las pantallas de Mega, en la teleserie ""Juego de Ilusiones"", donde interpreta a Javiera, la hija menor de las Mardones - Nazir, quien ha tenido un interesante desarrollo de personaje durante los más de 400 episodios de la ficción",entretenimiento,"Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4084548,-70.5671489
3571,"En el marco del Mes de la Educación Técnico Profesional, INACAP Sede La Serena celebró la Ceremonia de Inauguración de los Nuevos Talleres del Área de Gastronomía, un evento que marca un hito en la formación de los futuros técnicos y profesionales del sector",entretenimiento,"Castillo, Villa Dominante, San Juan, Coquimbo, Provincia de Elqui, Región de Coquimbo, 1790437, Chile",-29.966993,-71.3396124
14661,La Junta Nacional de Auxilio Escolar y Becas (Junaeb) realizó la entrega de 1,internacional,"Seremi de Educación, 175, Padre Harter, Población Manuel Montt, Puerto Montt, Provincia de Llanquihue, Región de Los Lagos, 5507138, Chile",-41.46587065,-72.93342344216549
11446,"A mediados de 2023, el conductor de televisión Daniel ""Huevo"" Fuenzalida y la influencer Rosario Bravo estrenaron su pódcast ""¿Cómo están los weones?"", donde comparten anécdotas y discuten sobre diversos tópicos como, por ejemplo, las relaciones amorosas",accidentes,"Rosario, El Palomar, Copiapó, Provincia de Copiapó, Región de Atacama, 1530000, Chile",-27.3767978,-70.3388286
3511," Este lunes, la Cámara de Diputadas y Diputados dio luz verde al proyecto de Ley de Protección de Datos Personales, que establece un marco regulatorio para el tratamiento de información sensible y contempla severas multas para las empresas que infrinjan la normativa",politica,,,
14086,"Los equipos disputarán una nueva fecha del Campeonato Nacional 2024, donde los separa una diferencia de cuatro puntos",politica,"Estadio Nacional, Avenida Pedro de Valdivia, Barrio Doctor Luis Bisquert, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",-33.4623809,-70.6062176
11812,196 candidaturas fueron rechazadas por el Servel debido a deudas en pensión de alimentos,politica,"Pasaje Doctores de la Ley, Villa Los Evangelistas, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8181117, Chile",-33.6215965,-70.6255444
12400,"Si bien, se trata de una medida que -sin duda- tuvo buenas intenciones, el impuesto sustitutivo le cerró la puerta en la cara a nuestros emprendedores",internacional,"Pasaje Doctores de la Ley, Villa Los Evangelistas, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8181117, Chile",-33.6215965,-70.6255444
4254,"Un hombre de 43 años quedó en prisión preventiva por violencia intrafamiliar en Valdivia, Región de Los Ríos, tras amenazar con quemar la vivienda que compartía con su pareja de 37 años",accidentes,"Ministerio Público, 1642, Pedro Montt, Barrio Huemul, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370809, Chile",-33.4735318,-70.6569103
15681,"Las lluvias volverán a hacerse presente este fin de semana en gran parte de Chile, en vista de un nuevo sistema frontal que aterrizará",accidentes,"Santiago, Provincia de Santiago, Región Metropolitana de Santiago, Chile",-33.4377756,-70.6504502
451," El magistrado del Tribunal Oral de Temuco se refirió a hechos en los cuales él no tiene relación y como cualquier chileno, puede emitir una opinión",accidentes,"Corte Suprema de Justicia, 1140, Plaza de la Justicia Montt-Varas, Centro Histórico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 4323315, Chile",-33.4390491,-70.6531176
803," El magistrado del Tribunal Oral de Temuco se refirió a hechos en los cuales él no tiene relación y como cualquier chileno, puede emitir una opinión",accidentes,"Corte Suprema de Justicia, 1140, Plaza de la Justicia Montt-Varas, Centro Histórico, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 4323315, Chile",-33.4390491,-70.6531176
15278,"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas",entretenimiento,"Ecuador, Ciclovía Libertador Bernardo O'Higgins, Villa Las Mercedes, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160000, Chile",-33.4559226,-70.6997325
14249,"La exprimera dama Fabiola Yáñez, expareja de Alberto Fernández, otrora presidente de Argentina entre 2019 y 2023, lo denunció el martes recién pasado por violencia de género",entretenimiento,"Población Eduardo Yáñez Zavala, Valdivia, Provincia de Valdivia, Región de Los Ríos, 5090397, Chile",-39.8411002,-73.2287126
